Modelo,RMSE,MAE,MAPE (%),sMAPE (%),MASE,R2
ARIMA,153.05686984548586,136.06987843955528,1.9683626935411696,1.9727455203082507,10.661637205928693,0.26619191385802576
XGBoost,213.2036371248248,146.50445,2.1707247914614944,2.123978758851315,11.479229002530333,-0.4238559579562573
